metric,emotion,n,pearson_r,pearson_p,spearman_r,spearman_p
mean_year,gratitude,26323,0.013468066364246276,0.028881259335713193,0.013681240662115882,0.02643962764062965
mean_year,joy,26323,0.001193842012218958,0.8464232038806131,0.006767180115704522,0.2722514804021028
mean_year,love,26323,-0.028506587188863126,3.732760499642533e-06,-0.03722795447866068,1.5239828083307564e-09
mean_year,neutral,26323,-0.00604224434949191,0.32694884470262425,-0.0040781562214513714,0.508210776165526
mean_year,optimism,26323,0.009708824163882555,0.11522013410521478,0.010760976566035018,0.08083394621699595
mean_year,realization,26323,-0.0042645966256994365,0.48901646912798646,-0.011247615148657677,0.0680274230698894
mean_year,remorse,26323,-0.006587822817416333,0.2851628554315072,-0.005940317818155886,0.33517552084814933
mean_year,sadness,26323,-0.0034591402242758348,0.5746621965841117,-0.0009634846599196128,0.8757871964263778
mean_year,surprise,26323,0.0022555015152622947,0.7144218823817216,0.010071284502068971,0.10226604531263553
redundancy_new,admiration,26372,0.020464214589633347,0.0008890561194950583,0.01932336390117277,0.0017001563053192716
redundancy_new,amusement,26372,-0.006020621418494847,0.3282332052342594,-0.008039230232598267,0.19172719394152907
redundancy_new,anger,26372,-0.005160070844779848,0.40206810787104996,-0.005167732154958039,0.4013696983299267
redundancy_new,annoyance,26372,0.005366331066574798,0.3835204741567167,0.00420546694236056,0.4946601183720433
redundancy_new,approval,26372,-0.009696909035601841,0.11532851180140613,-0.007254031205293488,0.23880656555904392
redundancy_new,caring,26372,-0.04244901020091421,5.338540226793488e-12,-0.04418483734907943,7.045786029529293e-13
redundancy_new,confusion,26372,0.002623207770150856,0.6701258676899902,0.0038322124615434183,0.5337424357970407
redundancy_new,curiosity,26372,0.01688160705757937,0.006115062891558538,0.01911800031523052,0.0019041015622973838
redundancy_new,desire,26372,-0.00745228214769737,0.2262137910405398,-0.0059589526090865754,0.33321203561610874
redundancy_new,disappointment,26372,-0.00799758830202406,0.1940385928157316,-0.00732678191698896,0.2341292354330542
redundancy_new,disapproval,26372,-2.100405663006547e-06,0.9997278588716202,0.001350450634710724,0.8264198124153591
redundancy_new,disgust,26372,0.004380842738378826,0.47683961198970426,0.00532426231256441,0.38726029835752945
redundancy_new,embarrassment,26372,0.006779457531484303,0.27093686017298285,0.007639665985346805,0.2147536797899681
redundancy_new,excitement,26372,0.00521903243073008,0.39671192752776374,0.002208106351798026,0.7199183293033573
redundancy_new,fear,26372,-0.012255578482296404,0.04656671337531463,-0.012346615924742508,0.04496252337399087
redundancy_new,gratitude,26372,-0.04685950031984801,2.6666726083116478e-14,-0.05084350891934728,1.4365771239056063e-16
redundancy_new,joy,26372,-0.0005417487148324342,0.9298982216250439,0.0004725935739854364,0.9388279947166005
redundancy_new,love,26372,0.04162743984437569,1.3546091561450081e-11,0.04269524982731096,4.024702608220706e-12
redundancy_new,neutral,26372,-0.013278471913895772,0.031056756941689936,-0.013217921919713433,0.03183223920919206
redundancy_new,optimism,26372,-0.022426183909566706,0.00027034299320193386,-0.02428136444219032,8.028207580529592e-05
redundancy_new,realization,26372,-0.006684815475138703,0.27768323004118334,-0.007221150300780497,0.24094205462617374
redundancy_new,remorse,26372,-0.0005008608648670392,0.9351769397508976,-0.0022377567993791666,0.716318942484179
redundancy_new,sadness,26372,-0.005783198251012834,0.34766739429335997,-0.004728945003283522,0.44253297036651223
redundancy_new,surprise,26372,0.0023503591016826382,0.7027076259032762,0.004069503639576156,0.5087170118478305
redundancy_repeated,admiration,26372,-0.014895846480449507,0.015562201146333587,-0.01367579987225963,0.026359471566509002
redundancy_repeated,amusement,26372,0.01742457179152265,0.004658632251608179,0.01420412244816549,0.021072691968936415
redundancy_repeated,anger,26372,0.015441350813839181,0.01215465023125541,0.011594613710974555,0.059717110383125147
redundancy_repeated,annoyance,26372,0.008352927577771292,0.17496253977293255,0.00953323948288307,0.12159624179002809
redundancy_repeated,approval,26372,0.004834763467052883,0.4323909760348158,0.005469716220377436,0.3744241353332146
redundancy_repeated,caring,26372,0.050503657829123215,2.2797925684482873e-16,0.054346117344765056,1.0316735390940326e-18
redundancy_repeated,confusion,26372,-0.01809950597802042,0.003288875011170154,-0.018324260489642873,0.002921592609661084
redundancy_repeated,curiosity,26372,-0.017141623003986122,0.005372958818484253,-0.017697067002758717,0.004053133175235717
redundancy_repeated,desire,26372,-0.01031355501549349,0.0939674735584579,-0.009502715360336464,0.12279410113822453
redundancy_repeated,disappointment,26372,0.0026975487041974652,0.6613519778583329,0.0020901417367512527,0.7342993995560485
redundancy_repeated,disapproval,26372,-0.02279588148523603,0.0002137100475714562,-0.022925312259049396,0.00019666735251006167
redundancy_repeated,disgust,26372,-0.0037640616231228185,0.5410430874671109,-0.003637392749244089,0.5547436789414774
redundancy_repeated,embarrassment,26372,-0.003387353056193904,0.5822759681010263,-0.0034820385188018828,0.5717751373565446
redundancy_repeated,excitement,26372,-0.002651607978473064,0.6667686129033479,-0.002367443952413919,0.7006505913004473
redundancy_repeated,fear,26372,0.0019171029218000807,0.7555629474438998,0.0021080755258963226,0.732106928838191
redundancy_repeated,gratitude,26372,0.07145433855282467,3.3347281863399306e-31,0.07165628126952645,2.2673229144696147e-31
redundancy_repeated,joy,26372,0.004126061845060986,0.5028442906471704,0.004746716623774575,0.44082023348119875
redundancy_repeated,love,26372,-0.031231281798110792,3.920294335177132e-07,-0.03270584174015584,1.0817844413216954e-07
redundancy_repeated,neutral,26372,-0.0011395868965362963,0.8531866614904079,0.00020971909721088808,0.9728327892547852
redundancy_repeated,optimism,26372,0.040690696027013265,3.8335310990383064e-11,0.03661536322433375,2.716889396960394e-09
redundancy_repeated,realization,26372,-0.0020617466961226063,0.7377752236175407,-0.001228124940255225,0.841925255497779
redundancy_repeated,remorse,26372,0.0033076891817772924,0.5911800244842426,0.004430524991491547,0.4718558904668488
redundancy_repeated,sadness,26372,-2.1456947453572187e-05,0.9972199150416048,-0.0005506765515961268,0.9287460187671018
redundancy_repeated,surprise,26372,-0.0048257982966095556,0.43324497485477453,-0.004082450308073472,0.5073695293262422
