metric,emotion,n,pearson_r,pearson_p,spearman_r,spearman_p
uiop,approval,8504,0.033808555333565325,0.0018198327324943661,0.0361907449318333,0.0008438081852871116
uiop,caring,8504,0.010960218614206867,0.3122070844957155,0.010251163246560389,0.34454719586167026
uiop,confusion,8504,-0.007915475431118207,0.4654839574916437,-0.004701658306930323,0.6646427631388744
uiop,curiosity,8504,-0.012615139118963146,0.24474542166901753,-0.01427967441742748,0.18793778936769842
uiop,desire,8504,0.015448633338907086,0.15430054489822456,0.012406933885425285,0.2526204278433636
uiop,disappointment,8504,-0.014349946853167171,0.18577400148024367,-0.013836251917617564,0.20202162591255224
uiop,disapproval,8504,-0.005650671025335662,0.6023554496037373,-0.004877304353035592,0.6529212959513856
uiop,disgust,8504,-0.006513608150110501,0.5481168606885704,-0.004678137212230111,0.6662187307607049
uiop,embarrassment,8504,0.0055553130680300175,0.6084944577230619,0.0058909576772540025,0.587011317535892
uiop,excitement,8504,-0.000911191844748944,0.9330443730006216,-0.0005996812683988581,0.9559052266109277
uiop,fear,8504,-0.03160147817028402,0.0035626193929556,-0.03136827910058977,0.0038160624227441277
uiop,gratitude,8504,0.034604998611047114,0.0014145745487774528,0.028759669361899907,0.007994712530698281
uiop,joy,8504,0.016315346019857523,0.1324698035674376,0.01960647099511249,0.07061263707948372
uiop,love,8504,0.02848042347414489,0.008626045683781147,0.02909941755342846,0.007282575882483747
uiop,neutral,8504,-0.018886744570237896,0.08158182767641241,-0.015736805514360627,0.14675768527895197
uiop,optimism,8504,0.008580630608247897,0.4288393006579436,0.009737010495756138,0.36928765269760655
uiop,realization,8504,-0.01111705683522954,0.3053329418002825,-0.009346334666416222,0.3888062099082832
uiop,remorse,8504,0.016411339834397288,0.1302069828338566,0.01627462725484428,0.13343879863787733
uiop,sadness,8504,0.0225996763833636,0.03715678396226803,0.017681790466946113,0.10300604039075169
uiop,surprise,8504,-0.0040551890059738055,0.7084753848772498,-0.004286821201244901,0.6926494858815858
pop_mean_pct,admiration,26372,0.005879998843812266,0.33965712780986823,0.028235382262964664,4.5188353744509904e-06
pop_mean_pct,amusement,26372,0.000286986494012429,0.962829765795172,-0.0202626091413656,0.0009993140979670258
pop_mean_pct,anger,26372,0.006759518682881362,0.2723487395610841,0.006541379721138589,0.2881241891500437
pop_mean_pct,annoyance,26372,0.0029355847177804017,0.6335747079571521,0.0012525950021379977,0.8388184305197375
pop_mean_pct,approval,26372,0.011337903715375283,0.06559430260044219,0.017449660157162605,0.004599643020246446
pop_mean_pct,caring,26372,0.0035657470881800494,0.5625673125772029,-0.002540873553579242,0.6798958876970531
pop_mean_pct,confusion,26372,-0.009454206669165901,0.12471666886711624,-0.016488309294469167,0.007413684668050015
pop_mean_pct,curiosity,26372,-0.01134872925662096,0.06533716958238363,-0.008646056885479486,0.1603091796307218
pop_mean_pct,desire,26372,0.0032113757038682894,0.602027811777909,-0.008530607423009677,0.16596565686234832
pop_mean_pct,disappointment,26372,0.006004159553252354,0.3295575086667575,-0.006597383891312832,0.2840164597104011
pop_mean_pct,disapproval,26372,-0.0015217810622380362,0.8048173467472308,-0.02200190573180087,0.0003525732601273575
pop_mean_pct,disgust,26372,0.001306065170563136,0.8320384255026464,0.0013265371593998553,0.8294458575274559
pop_mean_pct,embarrassment,26372,0.004006577310493758,0.5152929692109206,0.008987491222685214,0.14443299592822814
pop_mean_pct,excitement,26372,-0.0006265662205096737,0.9189581729853278,-0.008032234130383144,0.19211410146296354
pop_mean_pct,fear,26372,-0.027812306917480108,6.26545514776262e-06,-0.03185032169045174,2.2988829311327578e-07
pop_mean_pct,gratitude,26372,-0.00609717924013411,0.3221197996964161,-0.02108289478988193,0.0006171431587785473
pop_mean_pct,joy,26372,-0.0013757648670136811,0.8232193208400739,0.002433389080237315,0.6927314121680449
pop_mean_pct,love,26372,0.019597981908281097,0.0014587804676934866,0.048890569969596696,1.958619870451984e-15
pop_mean_pct,neutral,26372,-0.008602442846948576,0.1624286881719704,-0.018217023746075766,0.003091892035901053
pop_mean_pct,optimism,26372,0.0006953548589563596,0.9100967372250702,-0.010206653384204664,0.09742452872814669
pop_mean_pct,realization,26372,0.002104145909908055,0.7325871523140316,0.010544895364391819,0.08682292353141417
pop_mean_pct,remorse,26372,0.003956422291873374,0.5205657246765154,0.004890418743301169,0.427111251082687
pop_mean_pct,sadness,26372,-0.006640311339777591,0.28089483257379483,-0.010582267782096965,0.08571099479348779
pop_mean_pct,surprise,26372,-0.0037889569253532814,0.5383704070240766,-0.012482602387607398,0.04265322274194646
genre_js,admiration,26265,-0.005379445594994137,0.3833264435156038,-0.004429869291357592,0.4728218813637271
genre_js,amusement,26265,0.002388422509635874,0.6987107895904425,0.00774121340657499,0.20964677583809097
genre_js,anger,26265,-0.0026035547934528357,0.6730795972500435,-0.002558068348265781,0.678468584105915
genre_js,annoyance,26265,-0.0031591994044517964,0.6086706510714528,-0.001191072680947154,0.8469418641924191
genre_js,approval,26265,0.01160966195970344,0.059905101366861786,0.010840639988893834,0.0789426682689943
genre_js,caring,26265,0.003803608504838029,0.5376279467527908,0.0023907051903426404,0.6984369528078438
genre_js,confusion,26265,-0.0018381429322106963,0.7657914375937864,-0.0017167647786374923,0.7808480063445458
genre_js,curiosity,26265,0.0028031782017880905,0.6496303382863757,0.0010599051475160858,0.8636221324906966
genre_js,desire,26265,0.0230656625837008,0.00018515724423983845,0.023631889752845147,0.00012801307694743885
genre_js,disappointment,26265,0.010159349582019922,0.09967379987745095,0.010141343411668013,0.100275628924493
genre_js,disapproval,26265,0.015181134211111696,0.013880073651615085,0.014053341258131125,0.022753042750674357
genre_js,disgust,26265,-0.0016408653331266999,0.7903054135630064,-0.0037700094172087007,0.5412267756505423
genre_js,embarrassment,26265,0.010058873222510731,0.10306917577594026,0.009079874402252547,0.14115909818328032
genre_js,excitement,26265,-0.0006075789174650857,0.921565064071667,5.451879095714027e-05,0.9929506567088041
genre_js,fear,26265,0.04237651368159869,6.397702974788544e-12,0.03665794343301911,2.8040490727437306e-09
genre_js,gratitude,26265,-0.009029074807889106,0.143397506530879,-0.0076739366793746175,0.21363424274375198
genre_js,joy,26265,-0.002511781692082043,0.6839693040439057,-0.0022338243020639777,0.7173464148446066
genre_js,love,26265,-0.0224515811423494,0.00027380879391882815,-0.022245672093044563,0.00031153451008863217
genre_js,neutral,26265,-0.001361028197356632,0.8254316468228645,-0.001760014556478016,0.7754732575320031
genre_js,optimism,26265,0.010335031320885903,0.09395192764829795,0.011209441826179205,0.06927431123862066
genre_js,realization,26265,-0.003496492573703982,0.570963455180282,-0.00509930162494941,0.40858666647746156
genre_js,remorse,26265,-0.0031650855911314604,0.6080031965701634,-0.005227283371373366,0.39692594671798104
genre_js,sadness,26265,-0.013113742527215526,0.03356439760959903,-0.016291980965068915,0.008280670455542047
genre_js,surprise,26265,-0.0013868375185123634,0.8221761310994882,-0.002855953178347332,0.6434873717404792
genre_entropy,admiration,26372,0.015827791276161192,0.010158505083273683,0.01564197960069105,0.011078665116906358
genre_entropy,amusement,26372,-0.05894102572023462,9.744231856018356e-22,-0.056655322155027596,3.338808733074369e-20
genre_entropy,anger,26372,0.007612143692935841,0.21641017086049547,0.006441445957605987,0.2955530976322975
genre_entropy,annoyance,26372,-0.0016437463562360402,0.7895284253731284,-0.003203845025796456,0.6028797615588753
genre_entropy,approval,26372,0.011601671598948048,0.059561905506995284,0.012067824285137517,0.05002762196666318
genre_entropy,caring,26372,0.00547068645404372,0.3743394061682616,0.0060396292695907615,0.3267083852364105
genre_entropy,confusion,26372,0.0015036263870211205,0.8070996706571988,0.0007847405877139302,0.8985988083598486
genre_entropy,curiosity,26372,-0.0060345582494452776,0.3271147344363474,-0.003970204533362531,0.5191140441676294
genre_entropy,desire,26372,-0.006901437711080016,0.2624086381638014,-0.0046798448861899425,0.4472847187775791
genre_entropy,disappointment,26372,-0.007815487368401416,0.2043868499987176,-0.007413976586585173,0.22860925302086052
genre_entropy,disapproval,26372,-0.014986443017318243,0.014943789350177835,-0.014137839811871644,0.02168077150223928
genre_entropy,disgust,26372,-5.180056537602688e-05,0.9932884877428796,0.0015019418041101495,0.8073115324314702
genre_entropy,embarrassment,26372,-0.002080747499263728,0.735448745486235,-0.0014971825016303717,0.8079101630142722
genre_entropy,excitement,26372,0.01470480794383515,0.016940478396005338,0.013320088492009854,0.030533211254814067
genre_entropy,fear,26372,-0.03658436620681839,2.8017627751110475e-09,-0.03472069515774593,1.701629341578937e-08
genre_entropy,gratitude,26372,0.008024043998519269,0.19256777178281811,0.0068365807085853545,0.26691974211353775
genre_entropy,joy,26372,0.006812720980919496,0.26859263893174856,0.005161070741108575,0.40197691539647756
genre_entropy,love,26372,0.020086859373713947,0.001105621960875008,0.018881898419609956,0.0021661993995725033
genre_entropy,neutral,26372,0.004239531687095798,0.49117106278882006,0.0027118768197471636,0.6596662270455504
genre_entropy,optimism,26372,-0.004841748662115683,0.4317262606179215,-0.0035691477243518215,0.5621947655819469
genre_entropy,realization,26372,0.009064235732895234,0.14103620877962272,0.006010758852089762,0.3290262015194884
genre_entropy,remorse,26372,-0.0010779344607850876,0.8610462634311978,0.0004182856405862181,0.9458460503256769
genre_entropy,sadness,26372,-0.009775076428211729,0.11242612637092415,-0.009012617885129956,0.14331402981384125
genre_entropy,surprise,26372,-0.003235828064909708,0.5992652521768064,-0.002398563562595781,0.6969094002950209
year_decade_js,admiration,26323,0.005324355580640052,0.38769339938479397,0.006032132789781693,0.32775905844547804
year_decade_js,amusement,26323,-0.011109364994315144,0.07148345752554106,-0.01047686829828362,0.08917396795674924
year_decade_js,anger,26323,0.00257190038151334,0.6764916332662371,0.00349880367951393,0.5702838966894386
year_decade_js,annoyance,26323,-0.0038422669815445657,0.5330505439605966,-0.0026534361839596608,0.6668439889341531
year_decade_js,approval,26323,0.005755879774520534,0.3503976299923594,0.004662566937228547,0.4493854105188928
year_decade_js,caring,26323,-0.004579058462057976,0.45754722392659636,-0.0045058136076069595,0.4647738918576906
year_decade_js,confusion,26323,-0.009200652919993184,0.1355135964956662,-0.010439146489966317,0.09033164359255232
year_decade_js,curiosity,26323,-0.004452241838850487,0.47009947039843125,-0.004991390824192886,0.41806201759406963
year_decade_js,desire,26323,-0.019347385833762228,0.0016944730151597972,-0.02150279019375793,0.0004849604598011439
year_decade_js,disappointment,26323,-0.0009464094546028138,0.8779711388822845,-0.0027960641565382607,0.6501002096755281
year_decade_js,disapproval,26323,-0.02184821815539968,0.0003926290236442416,-0.022309605980241533,0.00029475064435744726
year_decade_js,disgust,26323,0.0006392769472843146,0.9173965490081989,0.00018370219951233002,0.9762240871072679
year_decade_js,embarrassment,26323,0.0018036857965527077,0.7698104098900728,0.001843713689933596,0.7648508698560251
year_decade_js,excitement,26323,-0.017805491793106143,0.0038656780005687772,-0.018545975698160105,0.0026203789786139195
year_decade_js,fear,26323,0.00260801047584211,0.6722122717080027,0.0008902368226876607,0.8851621637189907
year_decade_js,gratitude,26323,-0.014190794685947554,0.021314156131608687,-0.013226449555914089,0.03188101184673141
year_decade_js,joy,26323,-0.006626811978864138,0.2823215123201771,-0.008072387456563837,0.19031335255409562
year_decade_js,love,26323,0.022287983220775062,0.0002987735535857345,0.024099399780929526,9.215995198214257e-05
year_decade_js,neutral,26323,0.01231231394741241,0.04576269871423615,0.012550872121958148,0.04172197369814893
year_decade_js,optimism,26323,-0.010203993325189807,0.09782361572072042,-0.00870609286555238,0.15781223022406768
year_decade_js,realization,26323,0.013226230847639853,0.031883843812698674,0.013369863326138466,0.03006983470872786
year_decade_js,remorse,26323,0.00620019515389729,0.31446167870244646,0.005263559572785534,0.39313577130504784
year_decade_js,sadness,26323,0.0036520660419618834,0.5535169317488136,0.003299179056301004,0.5924791601945786
year_decade_js,surprise,26323,-0.0017126481883354464,0.7811249806377931,-0.0029115620802363587,0.6366691295435124
year_decade_entropy,admiration,26323,0.015540778638206753,0.011688056461586159,0.014581976976227626,0.017988900877062695
year_decade_entropy,amusement,26323,-0.008067907355593328,0.19055947658481828,-0.008136967226895142,0.18679149348600546
year_decade_entropy,anger,26323,0.013051380078152644,0.03421802166470537,0.009540343862379,0.12166518975398063
year_decade_entropy,annoyance,26323,0.008896615821796829,0.14891362776629818,0.006625662556468225,0.2824050011435896
year_decade_entropy,approval,26323,-0.005630742838716975,0.36097117290809533,-0.004775332911224313,0.43849624293135053
year_decade_entropy,caring,26323,-0.007215907566412493,0.24172148352843306,-0.007068711020951249,0.2514587919840055
year_decade_entropy,confusion,26323,-0.006908893964001156,0.2623371240283082,-0.007763006291780951,0.20786509823677515
year_decade_entropy,curiosity,26323,0.00858085108610881,0.16387756643380924,0.008890180361297007,0.1492078173734711
year_decade_entropy,desire,26323,-0.005633756129242353,0.3607142341776904,-0.005379790864821639,0.38277115131007927
year_decade_entropy,disappointment,26323,-0.008929016555134603,0.1474391886762879,-0.008881761285317001,0.1495933551087906
year_decade_entropy,disapproval,26323,-0.015108286201667475,0.014236226825403294,-0.015114310758637202,0.014197606764578093
year_decade_entropy,disgust,26323,0.010840452710029464,0.07861782263222117,0.011165558292574443,0.07006174149371172
year_decade_entropy,embarrassment,26323,-0.0027564302926002125,0.6547357821924946,-0.00277451466567617,0.6526189708703773
year_decade_entropy,excitement,26323,0.005320249833623296,0.38805948778571536,0.005145229339062553,0.4038603756713863
year_decade_entropy,fear,26323,-0.011553657897705598,0.0608641448160252,-0.011436745135617571,0.06352318045008723
year_decade_entropy,gratitude,26323,-0.00730536995294953,0.23593467619281483,-0.007105326088022292,0.2490114514904052
year_decade_entropy,joy,26323,0.007293467286701423,0.23669888884490584,0.007022606249708296,0.2545642190287602
year_decade_entropy,love,26323,0.02458556894410881,6.627811906120888e-05,0.024265997781487584,8.237038339934007e-05
year_decade_entropy,neutral,26323,-0.017771312752468838,0.003934408903962847,-0.016877718705134877,0.006174502134304906
year_decade_entropy,optimism,26323,0.0038812944233820104,0.5288988543557822,0.004602653845629394,0.4552327003963933
year_decade_entropy,realization,26323,-0.00688456977942734,0.26402088674589513,-0.008147855621436202,0.18620246819865557
year_decade_entropy,remorse,26323,0.0005327395346673,0.931124993123552,0.0008049553296918763,0.8960975137339773
year_decade_entropy,sadness,26323,-0.007028380018914485,0.2541738671053891,-0.0069154190809990876,0.26188670837228095
year_decade_entropy,surprise,26323,-0.002356997862838544,0.7021718891389181,-0.0021480079202782013,0.7274763639835626
mean_year,admiration,26323,-0.0064485455970130015,0.2954702130440803,-0.01093491688148674,0.07604833959795003
mean_year,amusement,26323,0.020136094553138313,0.001086439978829042,0.010940677719497287,0.07589388394600574
mean_year,anger,26323,-0.003911755544824074,0.5256699120262159,-0.006739522384162942,0.2742159487041986
mean_year,annoyance,26323,0.0006610027209619424,0.9145998450998514,-0.003540868180071051,0.5656579981056978
mean_year,approval,26323,-0.007811629214104811,0.20503147865512575,-0.005064942274557464,0.41123573999502244
mean_year,caring,26323,0.004783344197356911,0.43772845168701596,0.004538270014061105,0.46156378950440735
mean_year,confusion,26323,0.007939175693272578,0.1977320663625123,0.009332126420734613,0.1300158822559904
mean_year,curiosity,26323,0.0006584756175874065,0.9149250990680031,0.0008519382632316797,0.8900704773146308
mean_year,desire,26323,0.01927665276510166,0.001762060116755073,0.03384218944679503,3.97424476242465e-08
mean_year,disappointment,26323,0.003682482645893038,0.5502182891800995,0.009730238220814699,0.11442055828914444
mean_year,disapproval,26323,0.02546837530761188,3.5875123927566835e-05,0.02969973550368301,1.4397073209055958e-06
mean_year,disgust,26323,-0.007083155867887062,0.2504913061034477,-0.003200126670176193,0.6036373963305742
mean_year,embarrassment,26323,0.0011489191100365363,0.852134203500114,3.4960031050527794e-05,0.9954746037727679
mean_year,excitement,26323,0.01168866387897603,0.05790900326888809,0.018502205611982184,0.002682301047126847
mean_year,fear,26323,-0.002639043300454487,0.6685430706206489,0.004342602054357918,0.48110311968962727
