metric,emotion,n,pearson_r,pearson_p,spearman_r,spearman_p
rating_mean_pct,admiration,225,-0.059401746741078044,0.37516140250197433,-0.08687137368581757,0.19419510028166542
rating_mean_pct,approval,225,-0.10199514349702278,0.12716272828963354,-0.07786022546135098,0.24476256423889398
rating_mean_pct,confusion,225,-0.1480734244273129,0.02635178763757366,-0.1622684827566818,0.014824389282489395
rating_mean_pct,curiosity,225,0.10332802525928203,0.12224299434363707,0.09745308217497915,0.14508192272619028
rating_mean_pct,desire,225,0.10413591308220391,0.11933375713617964,0.12426685850252984,0.06276678378327588
rating_mean_pct,disappointment,225,-0.013237511844023187,0.8434633756338569,-0.021748812650805964,0.7455947040019439
rating_mean_pct,gratitude,225,0.07750191870569542,0.24694729483418557,0.10716069750739997,0.10891767378786518
rating_mean_pct,love,225,0.11713310493305794,0.07955899283541103,0.06972884299617707,0.29770150131273376
rating_mean_pct,neutral,225,-0.03640672807045861,0.5869649931337323,0.0002743197759437745,0.9967351627936446
rating_mean_pct,surprise,225,-0.001542796603343343,0.981639850316304,0.0005965890524568967,0.9928997244436029
genre_js,admiration,225,0.0365689551594937,0.5852985332224888,0.013289105323042913,0.8428611522962004
genre_js,approval,225,0.11885757406641084,0.07519948211299225,0.0766840891250768,0.25198462695000784
genre_js,confusion,225,0.04378554639140972,0.5134736161902215,0.04671365412692354,0.4856884390415459
genre_js,curiosity,225,-0.08551054939671598,0.20130024598036983,-0.07123189315811426,0.2873834261308456
genre_js,desire,225,0.006066879561672674,0.9278921544988472,0.054589635412811116,0.4151343779759578
genre_js,disappointment,225,0.04398565349039875,0.5115489578508332,-0.0077674330895735584,0.9077600921427664
genre_js,gratitude,225,0.12645995054375048,0.05823239139276284,0.1234195619567986,0.06459456045255678
genre_js,love,225,-0.046468128919566726,0.4879867930326576,-0.05545103228743605,0.4078008685131684
genre_js,neutral,225,-0.20329789604204676,0.00217997497148848,-0.18022809279505983,0.006716242604933908
genre_js,surprise,225,0.08255385243426466,0.2173828390180215,0.10022696081275866,0.13392363811059146
genre_entropy,admiration,225,-0.02062400093829298,0.75833370226438,-0.017964901640409862,0.7887037531589002
genre_entropy,approval,225,-0.15640900842830244,0.018898138800334627,-0.14889886017231166,0.0255154505752787
genre_entropy,confusion,225,0.010818749611791747,0.8717924708800576,0.027922823331506925,0.6769777944411473
genre_entropy,curiosity,225,0.06378707306736861,0.3408702304067407,0.04543136492761618,0.4977558349761685
genre_entropy,desire,225,0.0974126605512034,0.1452495986036458,0.07872977569586329,0.23951672525186554
genre_entropy,disappointment,225,-0.0897825440473698,0.17961259576982558,-0.09838748580126506,0.1412467774070741
genre_entropy,gratitude,225,-0.0780708578363119,0.2434845663335548,-0.06392689885786275,0.3398107201293202
genre_entropy,love,225,-0.07219716233246111,0.2808849913308126,-0.05213061119238001,0.4364905636739439
genre_entropy,neutral,225,0.14189960552163888,0.03338557444330228,0.12399253872658608,0.06335383508198318
genre_entropy,surprise,225,-0.022712133498822052,0.7347391681988127,0.002386356209827587,0.9716044816715926
redundancy_new,admiration,225,-0.14061131112480993,0.03503914179633655,-0.143539558051415,0.031376989219410796
redundancy_new,approval,225,0.06136836335661165,0.359529366891393,0.06860050119183578,0.3056069341318922
redundancy_new,confusion,225,0.03174194367200191,0.635787618311824,0.056222900771304464,0.4012951652597572
redundancy_new,curiosity,225,-0.12387276824534621,0.06361155648231323,-0.12920266483633228,0.05294551108380167
redundancy_new,desire,225,0.022998172659335066,0.731525829151038,0.05145877646807961,0.44243284556911205
redundancy_new,disappointment,225,0.11324240461636612,0.09014555724785575,0.11941482811549711,0.07383287050064512
redundancy_new,gratitude,225,-0.1875569601184885,0.004760949964259104,-0.2550866268695855,0.00010919712438602781
redundancy_new,love,225,0.11842709791082176,0.07626916757821389,0.11676684880604038,0.08051068042744022
redundancy_new,neutral,225,0.23154092473974633,0.00046269511470934483,0.21351961649155166,0.0012721239147905814
redundancy_new,surprise,225,0.010427125296627072,0.8763956608257982,0.02089028622321674,0.7553118630912397
redundancy_repeated,admiration,225,0.15380828605156052,0.020997757297049693,0.13988095061612404,0.03600706018214662
redundancy_repeated,approval,225,0.03374579938967291,0.6146049996962246,0.044018731729070316,0.5112311673490565
redundancy_repeated,confusion,225,-0.021084201402924108,0.7531136238930572,-0.01115948583440031,0.8677909243703105
redundancy_repeated,curiosity,225,0.028644375766144273,0.6691169966769893,0.05269009379877065,0.43157706886921626
redundancy_repeated,desire,225,-0.276082916956872,2.6679844255681224e-05,-0.29386782913454906,7.3655238581178045e-06
redundancy_repeated,disappointment,225,0.021572187632977146,0.7475905950912816,0.011918520657005806,0.8588891841594937
redundancy_repeated,gratitude,225,-0.05850474383833451,0.3824278353351321,-0.05583708489974662,0.40453924929245205
redundancy_repeated,love,225,0.004316795147422024,0.9486584416120534,-0.007642391048950009,0.9092385624011021
redundancy_repeated,neutral,225,0.09140740216011009,0.17183343483151545,0.05943240075444172,0.37491458755169266
redundancy_repeated,surprise,225,-0.04522145139154078,0.49974628298711693,-0.037014784471500736,0.5807300816253596
